group	cond	seed	dim	layers	epoch	pt_ood	seq_ood
main	excl_pollute30	3	64	2	9	0.8543	0.0000
main	excl_pollute30	3	64	2	10	0.9073	0.0000
main	excl_pollute30	3	64	2	11	0.9603	0.0000
main	excl_pollute30	3	64	2	12	0.9603	0.0000
main	excl_pollute30	3	64	2	13	0.9603	0.0000
main	excl_pollute30	3	64	2	14	0.9603	0.0000
main	excl_pollute30	3	64	2	15	0.9636	0.0625
main	excl_pollute30	3	64	2	16	0.9694	0.2188
main	excl_pollute30	3	64	2	17	0.9719	0.2500
main	excl_pollute30	3	64	2	18	0.9735	0.2500
main	excl_pollute30	3	64	2	19	0.9735	0.2500
main	excl_pollute30	3	64	2	20	0.9735	0.2500
main	excl_pollute30	3	64	2	21	0.9735	0.2500
main	excl_pollute30	3	64	2	22	0.9760	0.3125
main	excl_pollute30	3	64	2	23	0.9843	0.5000
main	excl_pollute30	3	64	2	24	0.9868	0.5000
main	excl_pollute30	3	64	2	25	0.9868	0.5000
main	excl_pollute30	3	64	2	26	0.9868	0.5000
main	excl_pollute30	3	64	2	27	0.9868	0.5000
main	excl_pollute30	3	64	2	28	0.9868	0.5000
main	excl_pollute30	3	64	2	29	0.9868	0.5000
main	excl_pollute30	3	64	2	30	0.9868	0.5000
main	excl_pollute30	3	64	2	31	0.9868	0.5000
main	excl_pollute30	3	64	2	32	0.9868	0.5000
main	excl_pollute30	3	64	2	33	0.9868	0.5000
main	excl_pollute30	3	64	2	34	0.9901	0.6250
main	excl_pollute30	3	64	2	35	0.9959	0.8438
main	excl_pollute30	3	64	2	36	1.0000	1.0000
main	excl_pollute30	3	64	2	37	1.0000	1.0000
main	excl_pollute30	3	64	2	38	1.0000	1.0000
main	excl_pollute30	3	64	2	39	1.0000	1.0000
main	excl_pollute30	3	64	2	40	1.0000	1.0000
main	excl_pollute30	3	64	2	41	1.0000	1.0000
main	excl_pollute30	3	64	2	42	1.0000	1.0000
main	excl_pollute30	3	64	2	43	1.0000	1.0000
main	excl_pollute30	3	64	2	44	1.0000	1.0000
main	excl_pollute30	3	64	2	45	1.0000	1.0000
main	excl_pollute30	3	64	2	46	1.0000	1.0000
main	excl_pollute30	3	64	2	47	1.0000	1.0000
main	excl_pollute30	3	64	2	48	1.0000	1.0000
main	excl_pollute30	3	64	2	49	1.0000	1.0000
main	excl_pollute30	3	64	2	50	1.0000	1.0000
main	excl_pollute30	3	64	2	51	1.0000	1.0000
main	excl_pollute30	3	64	2	52	1.0000	1.0000
main	excl_pollute30	3	64	2	53	1.0000	1.0000
main	excl_pollute30	3	64	2	54	1.0000	1.0000
main	excl_pollute30	3	64	2	55	1.0000	1.0000
main	excl_pollute30	3	64	2	56	1.0000	1.0000
main	excl_pollute30	3	64	2	57	1.0000	1.0000
main	excl_pollute30	3	64	2	58	1.0000	1.0000
main	excl_pollute30	3	64	2	59	1.0000	1.0000
main	excl_pollute30	3	64	2	60	1.0000	1.0000
main	excl_pollute30	4	64	2	1	0.1523	0.0000
main	excl_pollute30	4	64	2	2	0.8411	0.0000
main	excl_pollute30	4	64	2	3	0.8411	0.0000
main	excl_pollute30	4	64	2	4	0.8940	0.0000
main	excl_pollute30	4	64	2	5	0.8940	0.0000
main	excl_pollute30	4	64	2	6	0.8940	0.0000
main	excl_pollute30	4	64	2	7	0.9089	0.0000
main	excl_pollute30	4	64	2	8	0.9288	0.0000
main	excl_pollute30	4	64	2	9	0.9338	0.0000
main	excl_pollute30	4	64	2	10	0.9338	0.0000
main	excl_pollute30	4	64	2	11	0.9338	0.0000
main	excl_pollute30	4	64	2	12	0.9338	0.0000
main	excl_pollute30	4	64	2	13	0.9338	0.0000
main	excl_pollute30	4	64	2	14	0.9338	0.0000
main	excl_pollute30	4	64	2	15	0.9412	0.0000
main	excl_pollute30	4	64	2	16	0.9470	0.0000
main	excl_pollute30	4	64	2	17	0.9503	0.0000
main	excl_pollute30	4	64	2	18	0.9636	0.0000
main	excl_pollute30	4	64	2	19	0.9735	0.0000
main	excl_pollute30	4	64	2	20	0.9735	0.0000
main	excl_pollute30	4	64	2	21	0.9735	0.0000
main	excl_pollute30	4	64	2	22	0.9752	0.0625
main	excl_pollute30	4	64	2	23	0.9843	0.4062
main	excl_pollute30	4	64	2	24	0.9983	0.9375
main	excl_pollute30	4	64	2	25	1.0000	1.0000
main	excl_pollute30	4	64	2	26	1.0000	1.0000
main	excl_pollute30	4	64	2	27	1.0000	1.0000
main	excl_pollute30	4	64	2	28	1.0000	1.0000
main	excl_pollute30	4	64	2	29	1.0000	1.0000
main	excl_pollute30	4	64	2	30	1.0000	1.0000
main	excl_pollute30	4	64	2	31	1.0000	1.0000
main	excl_pollute30	4	64	2	32	1.0000	1.0000
main	excl_pollute30	4	64	2	33	1.0000	1.0000
main	excl_pollute30	4	64	2	34	1.0000	1.0000
main	excl_pollute30	4	64	2	35	1.0000	1.0000
main	excl_pollute30	4	64	2	36	1.0000	1.0000
main	excl_pollute30	4	64	2	37	1.0000	1.0000
main	excl_pollute30	4	64	2	38	1.0000	1.0000
main	excl_pollute30	4	64	2	39	1.0000	1.0000
main	excl_pollute30	4	64	2	40	1.0000	1.0000
main	excl_pollute30	4	64	2	41	1.0000	1.0000
main	excl_pollute30	4	64	2	42	1.0000	1.0000
main	excl_pollute30	4	64	2	43	1.0000	1.0000
main	excl_pollute30	4	64	2	44	1.0000	1.0000
main	excl_pollute30	4	64	2	45	1.0000	1.0000
main	excl_pollute30	4	64	2	46	1.0000	1.0000
main	excl_pollute30	4	64	2	47	1.0000	1.0000
main	excl_pollute30	4	64	2	48	1.0000	1.0000
main	excl_pollute30	4	64	2	49	1.0000	1.0000
main	excl_pollute30	4	64	2	50	1.0000	1.0000
main	excl_pollute30	4	64	2	51	1.0000	1.0000
main	excl_pollute30	4	64	2	52	1.0000	1.0000
main	excl_pollute30	4	64	2	53	1.0000	1.0000
main	excl_pollute30	4	64	2	54	1.0000	1.0000
main	excl_pollute30	4	64	2	55	1.0000	1.0000
main	excl_pollute30	4	64	2	56	1.0000	1.0000
main	excl_pollute30	4	64	2	57	1.0000	1.0000
main	excl_pollute30	4	64	2	58	1.0000	1.0000
main	excl_pollute30	4	64	2	59	1.0000	1.0000
main	excl_pollute30	4	64	2	60	1.0000	1.0000
main	excl_pollute30	5	64	2	1	0.0000	0.0000
main	excl_pollute30	5	64	2	2	0.7616	0.0000
main	excl_pollute30	5	64	2	3	0.8940	0.0000
main	excl_pollute30	5	64	2	4	0.8940	0.0000
main	excl_pollute30	5	64	2	5	0.8940	0.0000
main	excl_pollute30	5	64	2	6	0.8940	0.0000
main	excl_pollute30	5	64	2	7	0.8974	0.0000
main	excl_pollute30	5	64	2	8	0.9603	0.0000
main	excl_pollute30	5	64	2	9	0.9603	0.0000
main	excl_pollute30	5	64	2	10	0.9603	0.0000
main	excl_pollute30	5	64	2	11	0.9603	0.0000
main	excl_pollute30	5	64	2	12	0.9636	0.0625
main	excl_pollute30	5	64	2	13	0.9851	0.5000
main	excl_pollute30	5	64	2	14	0.9868	0.5000
main	excl_pollute30	5	64	2	15	0.9868	0.5000
main	excl_pollute30	5	64	2	16	0.9868	0.5000
main	excl_pollute30	5	64	2	17	0.9868	0.5000
main	excl_pollute30	5	64	2	18	0.9868	0.5000
main	excl_pollute30	5	64	2	19	0.9868	0.5000
main	excl_pollute30	5	64	2	20	0.9868	0.5000
main	excl_pollute30	5	64	2	21	0.9868	0.5000
main	excl_pollute30	5	64	2	22	0.9868	0.5000
main	excl_pollute30	5	64	2	23	0.9917	0.6875
main	excl_pollute30	5	64	2	24	0.9975	0.9062
main	excl_pollute30	5	64	2	25	0.9992	0.9688
main	excl_pollute30	5	64	2	26	1.0000	1.0000
main	excl_pollute30	5	64	2	27	1.0000	1.0000
main	excl_pollute30	5	64	2	28	1.0000	1.0000
main	excl_pollute30	5	64	2	29	1.0000	1.0000
main	excl_pollute30	5	64	2	30	1.0000	1.0000
main	excl_pollute30	5	64	2	31	1.0000	1.0000
main	excl_pollute30	5	64	2	32	1.0000	1.0000
main	excl_pollute30	5	64	2	33	1.0000	1.0000
main	excl_pollute30	5	64	2	34	1.0000	1.0000
main	excl_pollute30	5	64	2	35	1.0000	1.0000
main	excl_pollute30	5	64	2	36	1.0000	1.0000
main	excl_pollute30	5	64	2	37	1.0000	1.0000
main	excl_pollute30	5	64	2	38	1.0000	1.0000
main	excl_pollute30	5	64	2	39	1.0000	1.0000
main	excl_pollute30	5	64	2	40	1.0000	1.0000
main	excl_pollute30	5	64	2	41	1.0000	1.0000
main	excl_pollute30	5	64	2	42	1.0000	1.0000
main	excl_pollute30	5	64	2	43	1.0000	1.0000
main	excl_pollute30	5	64	2	44	1.0000	1.0000
main	excl_pollute30	5	64	2	45	1.0000	1.0000
main	excl_pollute30	5	64	2	46	1.0000	1.0000
main	excl_pollute30	5	64	2	47	1.0000	1.0000
main	excl_pollute30	5	64	2	48	1.0000	1.0000
main	excl_pollute30	5	64	2	49	1.0000	1.0000
main	excl_pollute30	5	64	2	50	1.0000	1.0000
main	excl_pollute30	5	64	2	51	1.0000	1.0000
main	excl_pollute30	5	64	2	52	1.0000	1.0000
main	excl_pollute30	5	64	2	53	1.0000	1.0000
main	excl_pollute30	5	64	2	54	1.0000	1.0000
main	excl_pollute30	5	64	2	55	1.0000	1.0000
main	excl_pollute30	5	64	2	56	1.0000	1.0000
main	excl_pollute30	5	64	2	57	1.0000	1.0000
main	excl_pollute30	5	64	2	58	1.0000	1.0000
main	excl_pollute30	5	64	2	59	1.0000	1.0000
main	excl_pollute30	5	64	2	60	1.0000	1.0000
main	excl_pollute30	6	64	2	1	0.7616	0.0000
main	excl_pollute30	6	64	2	2	0.7616	0.0000
main	excl_pollute30	6	64	2	3	0.7616	0.0000
main	excl_pollute30	6	64	2	4	0.7616	0.0000
main	excl_pollute30	6	64	2	5	0.7732	0.0000
main	excl_pollute30	6	64	2	6	0.7748	0.0000
main	excl_pollute30	6	64	2	7	0.7748	0.0000
main	excl_pollute30	6	64	2	8	0.7748	0.0000
main	excl_pollute30	6	64	2	9	0.7748	0.0000
main	excl_pollute30	6	64	2	10	0.7748	0.0000
main	excl_pollute30	6	64	2	11	0.7748	0.0000
main	excl_pollute30	6	64	2	12	0.8030	0.0000
main	excl_pollute30	6	64	2	13	0.8593	0.0000
main	excl_pollute30	6	64	2	14	0.9247	0.0000
main	excl_pollute30	6	64	2	15	0.9470	0.0000
main	excl_pollute30	6	64	2	16	0.9470	0.0000
main	excl_pollute30	6	64	2	17	0.9470	0.0000
main	excl_pollute30	6	64	2	18	0.9470	0.0000
main	excl_pollute30	6	64	2	19	0.9512	0.0625
main	excl_pollute30	6	64	2	20	0.9545	0.1250
main	excl_pollute30	6	64	2	21	0.9636	0.2500
main	excl_pollute30	6	64	2	22	0.9677	0.2500
main	excl_pollute30	6	64	2	23	0.9719	0.2500
main	excl_pollute30	6	64	2	24	0.9735	0.2500
main	excl_pollute30	6	64	2	25	0.9735	0.2500
main	excl_pollute30	6	64	2	26	0.9752	0.3125
main	excl_pollute30	6	64	2	27	0.9818	0.5000
main	excl_pollute30	6	64	2	28	0.9868	0.5000
main	excl_pollute30	6	64	2	29	0.9868	0.5000
main	excl_pollute30	6	64	2	30	0.9868	0.5000
main	excl_pollute30	6	64	2	31	0.9868	0.5000
main	excl_pollute30	6	64	2	32	0.9868	0.5000
main	excl_pollute30	6	64	2	33	0.9868	0.5000
main	excl_pollute30	6	64	2	34	0.9868	0.5000
main	excl_pollute30	6	64	2	35	0.9868	0.5000
main	excl_pollute30	6	64	2	36	0.9868	0.5000
main	excl_pollute30	6	64	2	37	0.9868	0.5000
main	excl_pollute30	6	64	2	38	0.9901	0.6250
main	excl_pollute30	6	64	2	39	0.9901	0.6250
main	excl_pollute30	6	64	2	40	0.9959	0.8438
main	excl_pollute30	6	64	2	41	1.0000	1.0000
main	excl_pollute30	6	64	2	42	1.0000	1.0000
main	excl_pollute30	6	64	2	43	1.0000	1.0000
main	excl_pollute30	6	64	2	44	1.0000	1.0000
main	excl_pollute30	6	64	2	45	1.0000	1.0000
main	excl_pollute30	6	64	2	46	1.0000	1.0000
main	excl_pollute30	6	64	2	47	1.0000	1.0000
main	excl_pollute30	6	64	2	48	1.0000	1.0000
main	excl_pollute30	6	64	2	49	1.0000	1.0000
main	excl_pollute30	6	64	2	50	1.0000	1.0000
main	excl_pollute30	6	64	2	51	1.0000	1.0000
main	excl_pollute30	6	64	2	52	1.0000	1.0000
main	excl_pollute30	6	64	2	53	1.0000	1.0000
main	excl_pollute30	6	64	2	54	1.0000	1.0000
main	excl_pollute30	6	64	2	55	1.0000	1.0000
main	excl_pollute30	6	64	2	56	1.0000	1.0000
main	excl_pollute30	6	64	2	57	1.0000	1.0000
main	excl_pollute30	6	64	2	58	1.0000	1.0000
main	excl_pollute30	6	64	2	59	1.0000	1.0000
main	excl_pollute30	6	64	2	60	1.0000	1.0000
main	excl_pollute30	7	64	2	1	0.0000	0.0000
main	excl_pollute30	7	64	2	2	0.7616	0.0000
main	excl_pollute30	7	64	2	3	0.7616	0.0000
main	excl_pollute30	7	64	2	4	0.7616	0.0000
main	excl_pollute30	7	64	2	5	0.7616	0.0000
main	excl_pollute30	7	64	2	6	0.7616	0.0000
main	excl_pollute30	7	64	2	7	0.7616	0.0000
main	excl_pollute30	7	64	2	8	0.8411	0.0000
main	excl_pollute30	7	64	2	9	0.8411	0.0000
main	excl_pollute30	7	64	2	10	0.8411	0.0000
main	excl_pollute30	7	64	2	11	0.8675	0.0000
main	excl_pollute30	7	64	2	12	0.9040	0.0000
main	excl_pollute30	7	64	2	13	0.9205	0.0000
main	excl_pollute30	7	64	2	14	0.9255	0.0000
main	excl_pollute30	7	64	2	15	0.9503	0.0625
main	excl_pollute30	7	64	2	16	0.9735	0.2500
main	excl_pollute30	7	64	2	17	0.9735	0.2500
main	excl_pollute30	7	64	2	18	0.9735	0.2500
main	excl_pollute30	7	64	2	19	0.9735	0.2500
main	excl_pollute30	7	64	2	20	0.9735	0.2500
main	excl_pollute30	7	64	2	21	0.9868	0.5000
main	excl_pollute30	7	64	2	22	0.9950	0.8125
main	excl_pollute30	7	64	2	23	1.0000	1.0000
main	excl_pollute30	7	64	2	24	1.0000	1.0000
main	excl_pollute30	7	64	2	25	1.0000	1.0000
main	excl_pollute30	7	64	2	26	1.0000	1.0000
main	excl_pollute30	7	64	2	27	1.0000	1.0000
main	excl_pollute30	7	64	2	28	1.0000	1.0000
main	excl_pollute30	7	64	2	29	1.0000	1.0000
main	excl_pollute30	7	64	2	30	1.0000	1.0000
main	excl_pollute30	7	64	2	31	1.0000	1.0000
main	excl_pollute30	7	64	2	32	1.0000	1.0000
main	excl_pollute30	7	64	2	33	1.0000	1.0000
main	excl_pollute30	7	64	2	34	1.0000	1.0000
main	excl_pollute30	7	64	2	35	1.0000	1.0000
main	excl_pollute30	7	64	2	36	1.0000	1.0000
main	excl_pollute30	7	64	2	37	1.0000	1.0000
main	excl_pollute30	7	64	2	38	1.0000	1.0000
main	excl_pollute30	7	64	2	39	1.0000	1.0000
main	excl_pollute30	7	64	2	40	1.0000	1.0000
main	excl_pollute30	7	64	2	41	1.0000	1.0000
main	excl_pollute30	7	64	2	42	1.0000	1.0000
main	excl_pollute30	7	64	2	43	1.0000	1.0000
main	excl_pollute30	7	64	2	44	1.0000	1.0000
main	excl_pollute30	7	64	2	45	1.0000	1.0000
main	excl_pollute30	7	64	2	46	1.0000	1.0000
main	excl_pollute30	7	64	2	47	1.0000	1.0000
main	excl_pollute30	7	64	2	48	1.0000	1.0000
main	excl_pollute30	7	64	2	49	1.0000	1.0000
main	excl_pollute30	7	64	2	50	1.0000	1.0000
main	excl_pollute30	7	64	2	51	1.0000	1.0000
main	excl_pollute30	7	64	2	52	1.0000	1.0000
main	excl_pollute30	7	64	2	53	1.0000	1.0000
main	excl_pollute30	7	64	2	54	1.0000	1.0000
main	excl_pollute30	7	64	2	55	1.0000	1.0000
main	excl_pollute30	7	64	2	56	1.0000	1.0000
main	excl_pollute30	7	64	2	57	1.0000	1.0000
main	excl_pollute30	7	64	2	58	1.0000	1.0000
main	excl_pollute30	7	64	2	59	1.0000	1.0000
main	excl_pollute30	7	64	2	60	1.0000	1.0000
main	excl_pollute30	8	64	2	1	0.0000	0.0000
main	excl_pollute30	8	64	2	2	0.0000	0.0000
main	excl_pollute30	8	64	2	3	0.7616	0.0000
main	excl_pollute30	8	64	2	4	0.7732	0.0000
main	excl_pollute30	8	64	2	5	0.8146	0.0000
main	excl_pollute30	8	64	2	6	0.8146	0.0000
main	excl_pollute30	8	64	2	7	0.8146	0.0000
main	excl_pollute30	8	64	2	8	0.8609	0.0000
main	excl_pollute30	8	64	2	9	0.9263	0.0000
main	excl_pollute30	8	64	2	10	0.9470	0.0000
main	excl_pollute30	8	64	2	11	0.9470	0.0000
main	excl_pollute30	8	64	2	12	0.9470	0.0000
main	excl_pollute30	8	64	2	13	0.9470	0.0000
main	excl_pollute30	8	64	2	14	0.9603	0.0000
main	excl_pollute30	8	64	2	15	0.9603	0.0000
main	excl_pollute30	8	64	2	16	0.9603	0.0000
main	excl_pollute30	8	64	2	17	0.9603	0.0000
main	excl_pollute30	8	64	2	18	0.9619	0.0000
main	excl_pollute30	8	64	2	19	0.9685	0.0000
main	excl_pollute30	8	64	2	20	0.9719	0.0000
main	excl_pollute30	8	64	2	21	0.9735	0.0000
main	excl_pollute30	8	64	2	22	0.9735	0.0000
main	excl_pollute30	8	64	2	23	0.9735	0.0000
main	excl_pollute30	8	64	2	24	0.9868	0.5000
main	excl_pollute30	8	64	2	25	0.9868	0.5000
main	excl_pollute30	8	64	2	26	0.9901	0.6250
main	excl_pollute30	8	64	2	27	0.9983	0.9375
main	excl_pollute30	8	64	2	28	1.0000	1.0000
main	excl_pollute30	8	64	2	29	1.0000	1.0000
main	excl_pollute30	8	64	2	30	1.0000	1.0000
main	excl_pollute30	8	64	2	31	1.0000	1.0000
main	excl_pollute30	8	64	2	32	1.0000	1.0000
main	excl_pollute30	8	64	2	33	1.0000	1.0000
main	excl_pollute30	8	64	2	34	1.0000	1.0000
main	excl_pollute30	8	64	2	35	1.0000	1.0000
main	excl_pollute30	8	64	2	36	1.0000	1.0000
main	excl_pollute30	8	64	2	37	1.0000	1.0000
main	excl_pollute30	8	64	2	38	1.0000	1.0000
main	excl_pollute30	8	64	2	39	1.0000	1.0000
main	excl_pollute30	8	64	2	40	1.0000	1.0000
main	excl_pollute30	8	64	2	41	1.0000	1.0000
main	excl_pollute30	8	64	2	42	1.0000	1.0000
main	excl_pollute30	8	64	2	43	1.0000	1.0000
main	excl_pollute30	8	64	2	44	1.0000	1.0000
main	excl_pollute30	8	64	2	45	1.0000	1.0000
main	excl_pollute30	8	64	2	46	1.0000	1.0000
main	excl_pollute30	8	64	2	47	1.0000	1.0000
main	excl_pollute30	8	64	2	48	1.0000	1.0000
main	excl_pollute30	8	64	2	49	1.0000	1.0000
main	excl_pollute30	8	64	2	50	1.0000	1.0000
main	excl_pollute30	8	64	2	51	1.0000	1.0000
main	excl_pollute30	8	64	2	52	1.0000	1.0000
main	excl_pollute30	8	64	2	53	1.0000	1.0000
main	excl_pollute30	8	64	2	54	1.0000	1.0000
main	excl_pollute30	8	64	2	55	1.0000	1.0000
main	excl_pollute30	8	64	2	56	1.0000	1.0000
main	excl_pollute30	8	64	2	57	1.0000	1.0000
main	excl_pollute30	8	64	2	58	1.0000	1.0000
main	excl_pollute30	8	64	2	59	1.0000	1.0000
main	excl_pollute30	8	64	2	60	1.0000	1.0000
main	excl_pollute30	9	64	2	1	0.0000	0.0000
main	excl_pollute30	9	64	2	2	0.7616	0.0000
main	excl_pollute30	9	64	2	3	0.7757	0.0000
main	excl_pollute30	9	64	2	4	0.7881	0.0000
main	excl_pollute30	9	64	2	5	0.7881	0.0000
main	excl_pollute30	9	64	2	6	0.7806	0.0000
main	excl_pollute30	9	64	2	7	0.8030	0.0000
main	excl_pollute30	9	64	2	8	0.8874	0.0000
main	excl_pollute30	9	64	2	9	0.9437	0.0000
main	excl_pollute30	9	64	2	10	0.9470	0.0000
main	excl_pollute30	9	64	2	11	0.9470	0.0000
main	excl_pollute30	9	64	2	12	0.9503	0.0000
main	excl_pollute30	9	64	2	13	0.9603	0.0000
main	excl_pollute30	9	64	2	14	0.9603	0.0000
main	excl_pollute30	9	64	2	15	0.9603	0.0000
main	excl_pollute30	9	64	2	16	0.9636	0.0625
main	excl_pollute30	9	64	2	17	0.9768	0.3125
main	excl_pollute30	9	64	2	18	0.9868	0.5000
main	excl_pollute30	9	64	2	19	0.9868	0.5000
main	excl_pollute30	9	64	2	20	0.9868	0.5000
main	excl_pollute30	9	64	2	21	0.9884	0.5625
main	excl_pollute30	9	64	2	22	0.9950	0.8125
main	excl_pollute30	9	64	2	23	0.9967	0.8750
main	excl_pollute30	9	64	2	24	1.0000	1.0000
main	excl_pollute30	9	64	2	25	1.0000	1.0000
main	excl_pollute30	9	64	2	26	1.0000	1.0000
main	excl_pollute30	9	64	2	27	1.0000	1.0000
main	excl_pollute30	9	64	2	28	1.0000	1.0000
main	excl_pollute30	9	64	2	29	1.0000	1.0000
main	excl_pollute30	9	64	2	30	1.0000	1.0000
main	excl_pollute30	9	64	2	31	1.0000	1.0000
main	excl_pollute30	9	64	2	32	1.0000	1.0000
main	excl_pollute30	9	64	2	33	1.0000	1.0000
main	excl_pollute30	9	64	2	34	1.0000	1.0000
main	excl_pollute30	9	64	2	35	1.0000	1.0000
main	excl_pollute30	9	64	2	36	1.0000	1.0000
main	excl_pollute30	9	64	2	37	1.0000	1.0000
main	excl_pollute30	9	64	2	38	1.0000	1.0000
main	excl_pollute30	9	64	2	39	1.0000	1.0000
main	excl_pollute30	9	64	2	40	1.0000	1.0000
main	excl_pollute30	9	64	2	41	1.0000	1.0000
main	excl_pollute30	9	64	2	42	1.0000	1.0000
main	excl_pollute30	9	64	2	43	1.0000	1.0000
main	excl_pollute30	9	64	2	44	1.0000	1.0000
main	excl_pollute30	9	64	2	45	1.0000	1.0000
main	excl_pollute30	9	64	2	46	1.0000	1.0000
main	excl_pollute30	9	64	2	47	1.0000	1.0000
main	excl_pollute30	9	64	2	48	1.0000	1.0000
main	excl_pollute30	9	64	2	49	1.0000	1.0000
main	excl_pollute30	9	64	2	50	1.0000	1.0000
main	excl_pollute30	9	64	2	51	1.0000	1.0000
main	excl_pollute30	9	64	2	52	1.0000	1.0000
main	excl_pollute30	9	64	2	53	1.0000	1.0000
main	excl_pollute30	9	64	2	54	1.0000	1.0000
main	excl_pollute30	9	64	2	55	1.0000	1.0000
main	excl_pollute30	9	64	2	56	1.0000	1.0000
main	excl_pollute30	9	64	2	57	1.0000	1.0000
main	excl_pollute30	9	64	2	58	1.0000	1.0000
main	excl_pollute30	9	64	2	59	1.0000	1.0000
main	excl_pollute30	9	64	2	60	1.0000	1.0000
main	canc_1side	0	64	2	1	0.0000	0.0000
main	canc_1side	0	64	2	2	0.0000	0.0000
main	canc_1side	0	64	2	3	0.0795	0.0000
main	canc_1side	0	64	2	4	0.0795	0.0000
main	canc_1side	0	64	2	5	0.0795	0.0000
main	canc_1side	0	64	2	6	0.0795	0.0000
main	canc_1side	0	64	2	7	0.0795	0.0000
main	canc_1side	0	64	2	8	0.0828	0.0000
main	canc_1side	0	64	2	9	0.1606	0.0000
main	canc_1side	0	64	2	10	0.1854	0.0000
main	canc_1side	0	64	2	11	0.1887	0.0000
main	canc_1side	0	64	2	12	0.2119	0.0000
main	canc_1side	0	64	2	13	0.2194	0.0000
main	canc_1side	0	64	2	14	0.2318	0.0000
main	canc_1side	0	64	2	15	0.2384	0.0000
main	canc_1side	0	64	2	16	0.2384	0.0000
main	canc_1side	0	64	2	17	0.2649	0.0625
main	canc_1side	0	64	2	18	1.0000	1.0000
main	canc_1side	0	64	2	19	1.0000	1.0000
main	canc_1side	0	64	2	20	1.0000	1.0000
main	canc_1side	0	64	2	21	1.0000	1.0000
main	canc_1side	0	64	2	22	1.0000	1.0000
main	canc_1side	0	64	2	23	1.0000	1.0000
main	canc_1side	0	64	2	24	1.0000	1.0000
main	canc_1side	0	64	2	25	1.0000	1.0000
main	canc_1side	0	64	2	26	1.0000	1.0000
main	canc_1side	0	64	2	27	1.0000	1.0000
main	canc_1side	0	64	2	28	1.0000	1.0000
main	canc_1side	0	64	2	29	1.0000	1.0000
main	canc_1side	0	64	2	30	1.0000	1.0000
main	canc_1side	0	64	2	31	1.0000	1.0000
main	canc_1side	0	64	2	32	1.0000	1.0000
main	canc_1side	0	64	2	33	1.0000	1.0000
main	canc_1side	0	64	2	34	1.0000	1.0000
main	canc_1side	0	64	2	35	1.0000	1.0000
main	canc_1side	0	64	2	36	1.0000	1.0000
main	canc_1side	0	64	2	37	1.0000	1.0000
main	canc_1side	0	64	2	38	1.0000	1.0000
main	canc_1side	0	64	2	39	1.0000	1.0000
main	canc_1side	0	64	2	40	1.0000	1.0000
main	canc_1side	0	64	2	41	1.0000	1.0000
main	canc_1side	0	64	2	42	1.0000	1.0000
main	canc_1side	0	64	2	43	1.0000	1.0000
main	canc_1side	0	64	2	44	1.0000	1.0000
main	canc_1side	0	64	2	45	1.0000	1.0000
main	canc_1side	0	64	2	46	1.0000	1.0000
main	canc_1side	0	64	2	47	1.0000	1.0000
main	canc_1side	0	64	2	48	1.0000	1.0000
main	canc_1side	0	64	2	49	1.0000	1.0000
main	canc_1side	0	64	2	50	1.0000	1.0000
main	canc_1side	0	64	2	51	1.0000	1.0000
main	canc_1side	0	64	2	52	1.0000	1.0000
main	canc_1side	0	64	2	53	1.0000	1.0000
main	canc_1side	0	64	2	54	1.0000	1.0000
main	canc_1side	0	64	2	55	1.0000	1.0000
main	canc_1side	0	64	2	56	1.0000	1.0000
main	canc_1side	0	64	2	57	1.0000	1.0000
main	canc_1side	0	64	2	58	1.0000	1.0000
main	canc_1side	0	64	2	59	1.0000	1.0000
main	canc_1side	0	64	2	60	1.0000	1.0000
main	canc_1side	1	64	2	1	0.0000	0.0000
main	canc_1side	1	64	2	2	0.0000	0.0000
main	canc_1side	1	64	2	3	0.0000	0.0000
main	canc_1side	1	64	2	4	0.0207	0.0000
main	canc_1side	1	64	2	5	0.0132	0.0000
main	canc_1side	1	64	2	6	0.1457	0.0000
main	canc_1side	1	64	2	7	0.1656	0.0000
main	canc_1side	1	64	2	8	0.1854	0.0000
main	canc_1side	1	64	2	9	0.1854	0.0000
main	canc_1side	1	64	2	10	0.1854	0.0000
main	canc_1side	1	64	2	11	0.1854	0.0000
main	canc_1side	1	64	2	12	0.1896	0.0000
main	canc_1side	1	64	2	13	0.2061	0.0000
main	canc_1side	1	64	2	14	0.2401	0.0000
main	canc_1side	1	64	2	15	0.5993	0.2500
main	canc_1side	1	64	2	16	0.9851	0.5000
main	canc_1side	1	64	2	17	0.9868	0.5000
main	canc_1side	1	64	2	18	0.9868	0.5000
main	canc_1side	1	64	2	19	0.9868	0.5000
main	canc_1side	1	64	2	20	0.9868	0.5000
main	canc_1side	1	64	2	21	0.9868	0.5000
main	canc_1side	1	64	2	22	0.9868	0.5000
main	canc_1side	1	64	2	23	0.9868	0.5000
main	canc_1side	1	64	2	24	0.9884	0.5625
main	canc_1side	1	64	2	25	0.9901	0.6250
main	canc_1side	1	64	2	26	0.9967	0.8750
main	canc_1side	1	64	2	27	1.0000	1.0000
main	canc_1side	1	64	2	28	1.0000	1.0000
main	canc_1side	1	64	2	29	1.0000	1.0000
main	canc_1side	1	64	2	30	1.0000	1.0000
main	canc_1side	1	64	2	31	1.0000	1.0000
main	canc_1side	1	64	2	32	1.0000	1.0000
main	canc_1side	1	64	2	33	1.0000	1.0000
